RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
6007,15606007,Murphy,609,France,Male,49,6,0,2,0,0,31003.3,0
6008,15606008,Murphy,608,Spain,Female,52,10,164653.8,3,0,0,93428.59,1
6009,15606009,Bell,351,Germany,Female,41,0,236882.29,1,1,0,152368.95,0
6010,15606010,Williams,602,France,Male,27,10,98948.69,1,0,0,17615.47,0
6011,15606011,Morris,606,France,Male,26,10,0,1,0,0,175529.76,0
6012,15606012,King,817,France,Female,36,4,241879.56,2,1,1,80339.57,0
6013,15606013,King,716,France,Male,31,1,0,1,1,0,126761.22,0
6014,15606014,Collins,536,Spain,Male,43,1,96486.54,3,1,1,172167.36,0
6015,15606015,Murphy,501,France,Female,41,5,0,1,0,0,141181.13,0
6016,15606016,Anderson,641,France,Female,55,8,15842.39,2,1,0,185656.44,0
6017,15606017,Anderson,368,France,Female,33,0,174240.53,2,0,0,32714.69,0
6018,15606018,Green,567,Germany,Female,39,3,97528.28,2,1,1,123822.21,1
6019,15606019,Adams,431,France,Female,31,3,143574.21,1,1,0,5843.64,0
6020,15606020,Morris,475,Germany,Female,34,6,0,2,0,1,108593.69,1
6021,15606021,Garcia,438,Spain,Male,45,6,0,1,1,1,184535.21,0
6022,15606022,Lee,831,Spain,Male,24,0,186035.03,1,1,1,91268.88,0
6023,15606023,Thomas,790,Spain,Male,43,2,0,1,1,1,116516.69,0
6024,15606024,Edwards,485,France,Female,26,9,0,1,1,0,91161.24,0
6025,15606025,Smith,490,France,Male,55,3,131032.86,1,0,0,127330.4,0
6026,15606026,Rivera,802,Germany,Female,28,3,91800.66,3,1,0,176225.5,1
6027,15606027,Anderson,791,France,Female,40,1,203737.26,1,1,0,191810.15,0
6028,15606028,Baker,663,Germany,Male,36,8,226617.92,2,0,1,30978.07,0
6029,15606029,Green,404,France,Male,45,0,35411.25,1,0,0,99440.77,0
6030,15606030,Lee,553,Germany,Female,24,5,247037.85,1,0,1,195439.3,0
6031,15606031,Taylor,447,Spain,Female,40,3,226673.22,2,0,0,63845.83,0
6032,15606032,Bell,355,France,Female,29,9,0,2,0,1,143815.2,0
6033,15606033,Adams,656,France,Female,57,9,0,1,0,0,35772.63,1
6034,15606034,Wilson,484,Spain,Male,22,4,207548.25,1,1,0,71978.86,0
6035,15606035,Walker,503,France,Male,45,7,0,1,0,1,33572.86,0
6036,15606036,Walker,827,France,Male,18,0,103012.53,1,1,1,195847.9,0
6037,15606037,Mitchell,415,Spain,Male,34,10,148717.72,1,1,0,111640.22,0
6038,15606038,Taylor,783,France,Male,34,2,181164.56,2,0,0,70513.41,0
6039,15606039,Jones,759,France,Female,37,7,88907.9,1,1,1,131088.38,1
6040,15606040,Wright,409,Germany,Female,42,3,157307.04,1,0,0,82348.33,1
6041,15606041,Hall,575,France,Male,52,0,160965.3,1,1,1,109678.01,0
6042,15606042,Carter,783,France,Male,37,10,206555.16,3,0,0,199351.74,1
6043,15606043,Collins,804,Germany,Male,36,2,0,2,0,0,188091.74,1
6044,15606044,Moore,709,France,Male,35,6,0,2,1,1,46605.29,0
6045,15606045,Jones,789,France,Male,44,1,0,1,0,1,95703.61,0
6046,15606046,Miller,540,Spain,Female,40,7,35929.81,1,1,0,170442.26,1
6047,15606047,Bell,777,France,Female,34,3,43280.85,2,0,1,86907.01,0
6048,15606048,Johnson,645,France,Female,34,4,0,2,0,1,68974.78,0
6049,15606049,Carter,459,Germany,Female,48,2,0,2,1,0,4426.65,0
6050,15606050,Harris,644,Spain,Female,40,4,240554.63,1,0,0,128152.44,1
6051,15606051,Scott,589,France,Female,30,10,0,2,0,1,148324.0,0
6052,15606052,Taylor,828,Germany,Male,23,8,146886.68,2,0,0,72157.53,0
6053,15606053,Baker,780,France,Female,38,6,138734.61,1,1,0,125362.16,0
6054,15606054,Jones,743,France,Male,38,5,151261.04,1,0,0,197750.29,0
6055,15606055,Williams,385,Germany,Female,33,1,121139.95,3,0,0,134163.24,1
6056,15606056,Murphy,570,France,Female,40,4,115167.77,2,1,1,181785.84,0
6057,15606057,Smith,461,France,Male,35,0,178706.54,1,0,1,159058.31,0
6058,15606058,Williams,669,Germany,Male,48,3,18866.21,1,1,1,121659.36,0
6059,15606059,Thomas,774,Germany,Female,53,2,0,2,0,1,197592.96,0
6060,15606060,Bailey,598,Germany,Male,24,10,0,1,1,0,34782.25,0
6061,15606061,Williams,573,France,Male,46,10,185342.45,1,0,1,173961.82,0
6062,15606062,Morgan,391,Spain,Male,32,6,221321.51,4,0,1,129971.86,1
6063,15606063,Hall,545,France,Male,34,4,41611.96,2,1,0,126728.32,1
6064,15606064,Baker,826,Spain,Male,63,7,212586.43,1,1,1,164986.39,0
6065,15606065,Davis,484,Germany,Female,34,3,0,2,0,1,137932.28,0
6066,15606066,Brown,793,France,Male,49,8,0,1,1,0,33447.92,0
6067,15606067,Lee,470,France,Male,53,1,0,1,0,0,14293.93,1
6068,15606068,Stewart,826,France,Male,18,7,10419.53,2,1,0,186264.96,0
6069,15606069,Wilson,639,France,Male,35,0,0,2,1,0,23995.05,0
6070,15606070,Williams,549,Germany,Male,34,4,32520.21,2,1,0,4343.52,1
6071,15606071,Morris,700,Spain,Male,36,9,16047.2,1,0,0,92723.37,0
6072,15606072,Rogers,647,France,Female,52,5,21246.26,1,0,1,144345.82,0
6073,15606073,Martinez,584,Spain,Female,45,5,61326.11,2,1,1,63268.5,0
6074,15606074,Brown,388,Spain,Female,50,8,73995.43,3,1,1,58506.05,1
6075,15606075,Smith,560,Germany,Female,61,3,38240.86,2,0,1,121739.77,1
6076,15606076,Walker,847,Germany,Female,30,5,0,2,1,1,23627.32,0
6077,15606077,Martinez,469,France,Male,20,2,63600.76,2,0,1,43487.78,0
6078,15606078,Rivera,675,France,Female,46,5,0,1,0,1,29126.98,0
6079,15606079,Allen,435,France,Female,41,8,0,2,1,0,49735.53,0
6080,15606080,Edwards,744,France,Female,50,3,168437.27,2,1,0,4850.82,0
6081,15606081,Anderson,768,France,Male,51,7,144174.77,1,1,0,31437.93,0
6082,15606082,Smith,782,France,Male,22,2,125902.07,2,0,0,196704.33,1
6083,15606083,Smith,693,France,Male,39,8,21753.18,1,0,0,154576.57,0
6084,15606084,Thomas,786,Germany,Female,32,8,0,1,1,0,85094.78,0
6085,15606085,Brown,758,France,Female,40,2,152707.58,2,1,0,102029.47,1
6086,15606086,Nelson,836,Spain,Female,44,10,82623.24,1,0,1,109812.46,0
6087,15606087,Martinez,712,Spain,Female,45,8,229619.71,1,1,0,36322.01,0
6088,15606088,Lewis,822,Germany,Female,40,0,0,1,1,0,36756.24,1
6089,15606089,Reed,361,France,Female,41,0,241162.91,1,1,0,147483.91,0
6090,15606090,Williams,480,Spain,Male,65,2,75530.14,3,0,1,6272.51,0
6091,15606091,Smith,539,France,Male,41,7,78034.37,3,0,0,187454.49,1
6092,15606092,Taylor,700,Spain,Male,53,5,0,2,0,0,65168.31,0
6093,15606093,Morgan,716,Spain,Male,34,5,0,2,1,1,129675.93,0
6094,15606094,Cox,402,France,Male,22,6,37623.17,2,0,1,46795.43,0
6095,15606095,Davis,644,France,Male,33,9,64963.8,2,1,0,67012.73,0
6096,15606096,Howard,673,France,Male,24,1,142906.98,1,1,0,85858.72,0
6097,15606097,Miller,779,France,Female,33,0,163496.03,2,1,0,104125.24,0
6098,15606098,Lewis,461,France,Female,47,2,86873.65,2,1,1,138290.87,0
6099,15606099,Allen,720,France,Male,47,5,63000.47,2,0,0,14773.5,0
6100,15606100,Martinez,384,France,Female,25,10,126078.55,2,0,0,121289.66,1
6101,15606101,Cook,560,France,Female,40,1,81649.78,1,1,1,37266.24,0
6102,15606102,Bell,567,Spain,Male,18,1,146816.5,3,1,1,179543.64,1
6103,15606103,Green,350,Spain,Male,22,2,95088.03,2,1,0,128996.52,0
6104,15606104,Richardson,836,Germany,Female,38,0,232443.39,1,0,0,172508.17,1
6105,15606105,Wright,701,France,Female,33,5,121102.34,4,0,1,20914.41,0
6106,15606106,Garcia,815,Germany,Female,37,10,42081.54,2,0,0,12217.75,0
6107,15606107,King,570,Germany,Male,31,7,158660.99,2,1,1,85739.91,0
6108,15606108,Brown,551,Spain,Female,39,5,165915.21,2,0,1,35533.88,0
6109,15606109,Taylor,592,Spain,Male,33,10,0,2,1,1,55768.92,0
6110,15606110,Jones,545,France,Male,34,0,0,1,1,0,173378.86,1
6111,15606111,Cox,431,France,Male,46,8,138335.25,2,0,0,17494.7,0
6112,15606112,Thomas,702,Spain,Female,26,6,140037.46,1,0,0,22480.94,0
6113,15606113,Jones,597,Germany,Female,40,1,129920.49,1,1,0,39318.05,1
6114,15606114,Cox,718,Germany,Male,41,2,0,1,1,1,140046.59,0
6115,15606115,Howard,649,Spain,Male,40,5,151692.99,3,0,0,136841.96,0
6116,15606116,Wilson,709,Germany,Female,40,0,177782.58,2,0,0,119329.52,0
6117,15606117,Anderson,477,Spain,Male,46,5,208602.19,1,0,1,45868.83,0
6118,15606118,Mitchell,677,Germany,Female,27,9,35329.75,1,1,1,74434.27,0
6119,15606119,Murphy,645,France,Male,34,3,131973.6,2,1,1,76895.47,1
6120,15606120,Clark,443,Spain,Male,23,3,242361.27,1,0,1,94942.76,0
6121,15606121,Carter,418,Spain,Male,27,3,154820.42,2,1,0,151372.98,0
6122,15606122,Morgan,724,France,Male,50,8,71289.78,2,1,0,192713.64,0
6123,15606123,Taylor,806,France,Male,26,6,0,1,1,0,94793.9,0
6124,15606124,Rogers,352,France,Female,24,9,12678.55,2,0,0,3007.32,0
6125,15606125,Robinson,559,Spain,Male,47,9,235364.7,2,0,0,121132.48,0
6126,15606126,Howard,837,Spain,Male,40,2,122481.14,2,0,0,128387.93,1
6127,15606127,Reed,639,France,Male,42,9,191675.24,1,0,0,163928.05,1
6128,15606128,Richardson,522,Germany,Male,28,2,144359.32,1,1,0,130079.0,0
6129,15606129,Howard,359,France,Female,42,4,0,1,0,0,55292.2,0
6130,15606130,Richardson,704,Germany,Male,19,7,33802.47,2,1,1,91646.66,0
6131,15606131,Taylor,436,Spain,Male,29,4,192793.83,4,1,0,23151.25,0
6132,15606132,Rogers,828,Spain,Female,47,9,0,1,0,0,128527.56,0
6133,15606133,Robinson,782,France,Male,53,9,96499.65,2,0,0,124862.64,0
6134,15606134,Brown,589,Germany,Male,30,9,0,4,0,0,180375.11,0
6135,15606135,Bell,457,Germany,Female,30,10,149741.01,2,1,1,123783.71,0
6136,15606136,King,842,Spain,Female,19,3,150034.97,2,0,0,100146.5,1
6137,15606137,Nelson,469,Spain,Male,18,10,0,3,1,0,55538.31,0
6138,15606138,Wright,366,France,Male,33,7,191275.61,1,0,1,127452.2,0
6139,15606139,Rivera,552,Spain,Female,29,7,129107.76,3,0,0,17336.6,0
6140,15606140,Thomas,636,Germany,Female,34,9,116694.54,3,0,0,124537.9,1
6141,15606141,Carter,378,Spain,Female,26,1,0,2,1,0,175671.11,0
6142,15606142,Wright,655,France,Male,45,3,170048.38,3,1,1,126278.66,0
6143,15606143,Johnson,528,Spain,Female,37,1,78444.41,1,0,1,149560.85,0
6144,15606144,Edwards,805,Spain,Female,45,0,57571.46,2,1,0,27902.74,0
6145,15606145,Garcia,571,Spain,Male,39,1,0,2,1,1,95144.16,0
6146,15606146,Hall,539,France,Male,46,1,151232.27,1,0,0,182645.97,1
6147,15606147,Garcia,742,Spain,Male,36,7,0,1,0,1,51641.77,0
6148,15606148,Collins,701,France,Male,35,7,47068.76,2,1,1,171724.34,0
6149,15606149,Cox,411,Spain,Male,32,9,64804.54,4,1,1,50385.42,0
6150,15606150,Scott,538,France,Male,41,0,200651.25,1,1,1,4987.28,0
6151,15606151,Thomas,527,Spain,Male,35,0,125293.82,2,1,1,119049.81,0
6152,15606152,Scott,722,Spain,Male,48,9,0,2,1,1,139715.86,0
6153,15606153,Lewis,601,France,Female,52,6,219967.81,1,1,0,122472.67,1
6154,15606154,Edwards,364,Germany,Male,48,4,58235.39,3,0,0,179097.96,1
6155,15606155,Brown,384,France,Female,41,5,42779.04,1,0,1,125949.48,1
6156,15606156,Young,368,Spain,Female,44,7,0,1,0,1,112586.04,0
6157,15606157,Lee,746,Germany,Male,48,10,157953.01,2,1,0,39449.15,0
6158,15606158,Hall,846,France,Male,36,5,0,1,0,1,19619.73,0
6159,15606159,Johnson,441,France,Female,48,4,0,1,1,0,81521.0,0
6160,15606160,Mitchell,736,France,Female,22,10,0,1,1,1,138099.14,0
6161,15606161,Jones,409,France,Male,33,6,206429.74,2,0,0,31072.97,1
6162,15606162,Nelson,400,France,Female,34,0,35757.49,1,1,0,181542.56,0
6163,15606163,Howard,821,France,Female,29,9,23157.87,2,1,1,40727.68,0
6164,15606164,Martinez,723,France,Male,30,8,110654.15,2,0,0,22254.47,0
6165,15606165,Taylor,557,France,Female,36,7,172725.34,2,1,1,123605.52,0
6166,15606166,Anderson,552,Germany,Male,31,6,154902.51,2,1,0,89939.4,0
6167,15606167,Edwards,624,Spain,Male,43,0,0,1,0,0,35945.68,0
6168,15606168,Walker,517,France,Female,38,10,115354.99,1,1,1,38695.18,1
6169,15606169,Baker,476,France,Male,37,10,0,1,1,1,70999.06,0
6170,15606170,Johnson,405,France,Female,41,3,15404.47,1,1,0,16569.84,0
6171,15606171,Johnson,418,Germany,Male,54,5,165294.04,2,0,1,16693.16,0
6172,15606172,Collins,714,France,Male,31,6,0,2,1,1,159821.9,0
6173,15606173,Lewis,449,France,Male,51,0,215816.34,1,0,0,76981.76,1
6174,15606174,Garcia,559,Spain,Male,54,5,0,2,1,1,156434.98,0
6175,15606175,Wright,613,Germany,Male,34,3,93985.78,2,0,0,8673.44,0
6176,15606176,Garcia,472,France,Male,36,8,0,1,1,1,46393.33,0
6177,15606177,Reed,521,Germany,Male,46,4,27871.54,2,1,0,174599.73,0
6178,15606178,Richardson,819,France,Male,40,1,191499.54,4,1,1,153459.83,1
6179,15606179,Baker,765,France,Female,18,3,192845.55,3,0,0,33395.67,0
6180,15606180,Stewart,403,France,Female,36,10,0,2,1,0,161423.06,1
6181,15606181,Garcia,512,Germany,Male,28,1,0,2,1,0,80872.91,1
6182,15606182,Murphy,502,Germany,Female,33,10,109003.31,2,1,1,39926.32,1
6183,15606183,Brown,390,France,Female,41,9,83413.23,3,1,1,160747.31,0
6184,15606184,Bailey,706,France,Male,35,5,98839.07,2,1,1,624.82,0
6185,15606185,Wilson,493,France,Male,22,1,0,2,0,0,123493.76,0
6186,15606186,Thomas,498,France,Male,35,9,118153.31,3,0,1,54909.27,1
6187,15606187,Rogers,653,France,Male,29,5,204886.06,2,0,0,49933.98,0
6188,15606188,Rogers,721,Spain,Male,40,9,230282.91,2,0,1,75742.6,0
6189,15606189,Martinez,800,Spain,Male,35,0,146631.42,2,1,0,2116.82,0
6190,15606190,Jackson,717,Germany,Male,47,1,0,2,0,0,27747.1,0
6191,15606191,Lee,656,Spain,Female,23,6,110000.48,1,1,0,173847.91,0
6192,15606192,Stewart,761,Germany,Male,35,2,0,1,0,1,6498.29,0
6193,15606193,Stewart,378,France,Male,18,4,0,2,1,1,60503.76,0
6194,15606194,Rivera,388,France,Female,47,0,157695.35,3,0,0,45870.28,1
6195,15606195,Cook,395,Germany,Male,28,1,0,2,1,1,52333.48,0
6196,15606196,Wright,467,Spain,Male,27,2,0,1,1,1,147604.4,0
6197,15606197,Carter,642,France,Female,20,3,0,3,1,0,86243.22,1
6198,15606198,Rogers,716,France,Female,18,5,0,2,0,0,66974.75,0
6199,15606199,Johnson,699,Germany,Female,50,7,181133.03,2,0,1,122806.17,0
6200,15606200,Rivera,640,France,Male,29,0,221007.01,1,1,0,155174.29,0
6201,15606201,Bailey,401,Germany,Male,23,4,77998.74,2,0,0,50950.8,1
6202,15606202,Rogers,363,France,Female,40,9,33629.91,2,1,0,83156.92,1
6203,15606203,Scott,605,France,Female,43,0,54430.34,2,0,1,161214.9,0
6204,15606204,Lee,838,Germany,Female,29,8,167028.42,2,1,0,12086.95,0
6205,15606205,Martinez,607,Spain,Male,24,8,202522.35,1,1,1,25353.85,0
6206,15606206,Baker,543,Spain,Female,44,9,0,3,1,0,182072.31,1
6207,15606207,Richardson,544,Spain,Male,45,4,14988.69,3,0,1,27773.65,0
6208,15606208,Rogers,743,Spain,Female,41,9,237003.78,2,0,0,197270.4,0
6209,15606209,Mitchell,762,Germany,Female,37,1,193231.6,2,1,1,134081.47,0
6210,15606210,Stewart,843,Germany,Female,35,0,0,1,0,0,175120.33,1
6211,15606211,Allen,598,Germany,Female,48,0,233424.22,2,0,0,150044.8,0
6212,15606212,King,357,Spain,Female,41,3,0,3,0,0,157832.35,0
6213,15606213,Martinez,450,Spain,Male,32,3,0,2,1,1,97249.57,0
6214,15606214,Edwards,387,France,Male,30,9,103596.53,2,1,0,164624.0,0
6215,15606215,Walker,686,Germany,Female,46,0,117441.01,1,1,0,29413.29,1
6216,15606216,Cooper,727,France,Male,39,4,0,2,0,1,167308.04,0
6217,15606217,Williams,362,France,Male,45,7,162683.65,1,0,0,14097.15,0
6218,15606218,Rogers,616,Spain,Male,48,0,157566.53,2,0,0,35943.03,0
6219,15606219,Cooper,708,France,Male,43,1,112424.19,2,1,1,18323.35,0
6220,15606220,Moore,613,France,Male,31,2,109662.92,1,1,0,163320.49,0
6221,15606221,Reed,823,Spain,Male,23,4,0,1,1,1,136307.1,0
6222,15606222,Thomas,760,Spain,Female,61,1,95098.35,1,0,1,166688.41,0
6223,15606223,Baker,802,France,Male,33,7,138096.42,2,1,1,19793.99,0
6224,15606224,Allen,710,Spain,Male,34,10,238105.35,3,1,0,5461.29,1
6225,15606225,Moore,561,France,Male,38,3,96647.85,1,1,1,129112.38,0
6226,15606226,Murphy,764,France,Female,40,6,0,1,0,0,102409.15,0
6227,15606227,Parker,512,France,Female,44,4,0,3,1,0,79182.6,0
6228,15606228,Jackson,554,France,Male,20,5,225595.55,1,0,0,188163.03,0
6229,15606229,Jackson,361,Spain,Female,35,0,50961.15,1,1,1,140063.41,0
6230,15606230,Rogers,394,France,Male,40,5,0,3,1,1,164968.37,0
6231,15606231,Nelson,426,Spain,Female,39,1,156303.81,2,1,0,120978.81,0
6232,15606232,Carter,625,Germany,Male,32,3,60672.0,1,1,1,13901.81,0
6233,15606233,Martinez,711,France,Male,56,7,0,2,0,0,17481.75,1
6234,15606234,Williams,632,France,Female,25,1,118677.37,1,0,0,140875.45,1
6235,15606235,Stewart,611,Spain,Male,35,2,172611.48,2,0,1,4823.92,0
6236,15606236,Robinson,811,France,Male,38,9,12592.53,2,0,0,66825.41,0
6237,15606237,Carter,828,France,Female,30,6,50854.96,3,0,1,2444.53,1
6238,15606238,Wright,513,Germany,Male,18,2,56987.73,2,1,0,198185.96,0
6239,15606239,Garcia,618,France,Female,52,2,0,2,0,1,67413.03,0
6240,15606240,Cook,798,Spain,Male,34,7,0,1,0,0,21542.1,0
6241,15606241,Mitchell,793,Germany,Male,33,8,0,2,1,1,166831.44,0
6242,15606242,Jackson,822,France,Male,30,10,113157.98,1,1,1,85398.64,0
6243,15606243,Baker,471,Spain,Female,34,2,199935.41,2,1,1,126039.51,0
6244,15606244,Richardson,660,Germany,Male,39,2,0,2,0,1,3489.25,1
6245,15606245,Garcia,398,Spain,Female,54,8,208594.36,2,1,0,65851.08,1
6246,15606246,Howard,374,Spain,Female,38,10,232016.8,2,1,0,75068.03,0
6247,15606247,Harris,572,Spain,Male,67,3,0,1,0,1,166408.35,0
6248,15606248,Thomas,354,France,Female,29,3,54762.55,1,1,0,128492.08,1
6249,15606249,Allen,460,France,Female,18,2,129998.52,2,0,0,98703.02,0
6250,15606250,Clark,745,France,Female,51,7,117560.96,1,1,1,47936.3,0
6251,15606251,King,815,Germany,Male,32,9,83761.17,2,1,1,115472.04,0
6252,15606252,Rogers,632,France,Female,45,1,241651.54,1,1,0,10628.43,1
6253,15606253,Hall,743,Spain,Male,31,1,131176.06,1,1,1,134736.23,0
6254,15606254,Wright,801,Spain,Female,41,6,0,2,1,1,129416.38,0
6255,15606255,Cooper,510,France,Male,35,1,0,2,1,1,164932.18,0
6256,15606256,Howard,686,France,Female,23,1,0,1,1,1,135160.13,0
6257,15606257,Walker,464,France,Male,23,5,0,1,1,1,54298.63,0
6258,15606258,Bell,356,France,Male,52,9,89024.64,2,1,1,102980.69,1
6259,15606259,Bailey,511,France,Male,35,8,115892.57,1,1,1,55746.38,0
6260,15606260,Johnson,380,France,Female,40,9,20527.76,2,0,1,163793.6,0
6261,15606261,Wilson,432,France,Male,35,3,84447.93,2,1,1,91456.25,0
6262,15606262,Mitchell,754,France,Female,23,1,0,2,0,1,27944.47,0
6263,15606263,Cooper,827,Germany,Male,43,1,0,2,0,1,74044.38,0
6264,15606264,Cox,727,France,Male,38,9,235580.47,2,1,1,91490.34,0
6265,15606265,Young,358,Spain,Female,23,9,123162.84,2,0,0,106575.5,0
6266,15606266,Morgan,690,France,Female,39,0,92558.57,2,1,1,183871.01,0
6267,15606267,Garcia,709,Germany,Male,34,8,0,1,0,0,180805.84,0
6268,15606268,Martinez,554,France,Female,39,4,0,2,0,1,122889.93,0
6269,15606269,Adams,484,France,Female,19,4,0,1,0,1,27819.55,0
6270,15606270,Walker,721,France,Male,30,4,83553.0,1,1,0,191875.69,0
6271,15606271,Bell,570,France,Male,39,1,0,1,1,1,137673.97,0
6272,15606272,Morgan,551,France,Male,41,5,0,2,0,0,123182.8,0
6273,15606273,Hall,433,France,Female,48,2,0,1,0,0,74750.27,1
6274,15606274,Adams,647,France,Female,50,0,0,1,0,0,158524.07,1
6275,15606275,Mitchell,692,Germany,Female,50,0,217144.6,1,0,0,55461.36,1
6276,15606276,King,836,Germany,Female,54,7,131355.57,2,0,1,139880.71,0
6277,15606277,Morris,673,France,Female,28,1,108531.15,1,1,0,36852.54,0
6278,15606278,Bell,711,Spain,Male,24,9,241612.11,2,1,1,108614.15,0
6279,15606279,Lewis,539,Spain,Female,28,6,0,4,0,1,87947.1,0
6280,15606280,Bailey,611,Germany,Female,36,2,81886.16,4,0,1,197370.54,1
6281,15606281,Thomas,411,Germany,Male,48,4,122177.7,2,0,0,31456.91,1
6282,15606282,Walker,520,France,Male,47,2,0,3,0,1,44764.79,0
6283,15606283,Richardson,519,Spain,Male,53,9,211586.47,2,1,1,19326.93,0
6284,15606284,King,682,France,Male,40,4,160046.82,1,1,0,121750.83,0
6285,15606285,Mitchell,353,France,Male,39,3,0,2,1,1,73716.43,0
6286,15606286,Wright,514,Spain,Male,36,1,124300.93,2,0,0,33485.38,1
6287,15606287,Brown,513,Germany,Male,22,0,100654.77,1,1,0,33010.22,1
6288,15606288,Stewart,445,Germany,Male,25,7,0,1,0,1,91834.34,0
6289,15606289,Murphy,356,France,Male,18,9,62131.65,2,1,0,101576.93,1
6290,15606290,Reed,396,France,Male,25,9,0,2,0,1,28572.52,0
6291,15606291,Rogers,449,France,Male,26,1,55475.52,2,0,1,118422.38,0
6292,15606292,Rogers,759,France,Female,39,4,227450.17,2,1,0,189782.81,0
6293,15606293,Hall,602,France,Female,48,2,0,1,0,0,139624.69,0
6294,15606294,Stewart,461,Germany,Male,47,4,98308.64,2,1,0,134514.21,0
6295,15606295,Edwards,569,France,Male,18,0,0,1,0,0,95234.91,1
6296,15606296,Martinez,602,France,Female,40,2,33587.74,2,1,1,145238.13,0
6297,15606297,Baker,610,Germany,Female,35,10,59089.61,3,1,1,102623.81,0
6298,15606298,Jackson,572,France,Female,39,3,158246.2,2,0,0,155742.49,0
6299,15606299,Thomas,352,France,Female,32,2,61206.53,2,0,0,67681.64,0
6300,15606300,Bell,701,France,Male,44,5,177291.77,4,0,1,192621.12,0
6301,15606301,Martinez,433,Spain,Male,49,1,143919.85,1,1,0,8337.2,1
6302,15606302,Parker,630,Germany,Male,40,1,0,2,0,1,4391.86,0
6303,15606303,Thomas,466,France,Female,56,6,0,1,0,1,120713.5,0
6304,15606304,Lewis,755,Germany,Female,18,9,10527.97,1,0,0,115519.21,0
6305,15606305,Morris,724,Germany,Male,34,0,11303.21,2,1,0,43144.98,0
6306,15606306,Rivera,688,France,Male,56,7,219063.02,2,0,1,170672.48,0
6307,15606307,Stewart,600,Spain,Male,28,1,81352.21,1,0,0,179709.44,0
6308,15606308,Green,599,France,Female,52,1,0,2,0,1,39510.25,0
6309,15606309,Lewis,699,Germany,Male,23,7,93478.79,2,0,0,76782.02,0
6310,15606310,Taylor,506,Spain,Female,43,8,90195.55,1,1,1,64476.54,0
6311,15606311,Hall,480,Spain,Male,48,9,0,3,0,0,190868.86,0
6312,15606312,Wilson,502,France,Male,18,8,0,1,0,1,24072.18,0
6313,15606313,Martinez,841,France,Male,40,4,100923.84,1,0,0,189218.91,0
6314,15606314,Brown,519,France,Male,34,1,76070.52,2,0,1,166778.59,0
6315,15606315,Morgan,667,Spain,Male,34,4,11925.96,1,0,0,50686.15,0
6316,15606316,Williams,659,France,Male,32,0,233002.71,1,1,1,94769.75,0
6317,15606317,Scott,477,Spain,Male,43,5,0,2,1,1,16571.72,0
6318,15606318,Bailey,509,France,Female,35,5,34250.75,2,1,1,182793.69,1
6319,15606319,Jones,557,France,Female,18,4,148104.02,2,1,1,50442.66,0
6320,15606320,Rivera,780,Spain,Male,24,7,212653.88,1,0,0,99719.03,0
6321,15606321,Clark,751,Spain,Female,34,10,0,1,0,0,97349.21,0
6322,15606322,Davis,599,Germany,Female,51,8,35113.43,1,1,0,20676.38,0
6323,15606323,Wilson,412,Spain,Male,28,6,119098.68,2,1,0,129042.51,0
6324,15606324,Edwards,500,Germany,Male,39,6,0,2,1,1,4663.01,0
6325,15606325,Miller,519,France,Female,36,7,0,1,0,0,46195.18,1
6326,15606326,Edwards,436,France,Female,41,8,130663.29,4,0,1,170239.17,0
6327,15606327,Cooper,441,France,Male,41,8,110560.21,2,1,0,32827.68,0
6328,15606328,Edwards,675,Spain,Female,33,0,156515.98,4,1,1,71364.02,0
6329,15606329,Mitchell,842,Spain,Female,36,8,20484.78,1,1,0,123675.12,0
6330,15606330,Adams,582,Spain,Male,42,7,27848.07,2,1,1,10825.42,0
6331,15606331,King,414,Germany,Female,31,6,143342.39,1,1,0,76352.97,0
6332,15606332,Walker,641,France,Female,27,5,201786.8,1,1,0,57710.72,0
6333,15606333,King,717,France,Female,30,8,228041.01,2,0,0,147010.61,0
6334,15606334,Smith,493,France,Female,40,0,182588.11,2,1,0,26683.63,0
6335,15606335,Richardson,402,Germany,Male,41,3,0,1,1,1,141950.85,0
6336,15606336,Stewart,382,Spain,Male,26,7,187251.47,1,0,1,59363.09,0
6337,15606337,Miller,710,Spain,Male,37,1,0,2,1,1,158596.05,0
6338,15606338,Carter,811,France,Male,32,3,154309.72,2,1,0,63892.38,0
6339,15606339,Lee,444,France,Male,37,9,62928.41,2,1,1,176325.49,0
6340,15606340,Green,794,Germany,Female,40,5,0,1,1,1,184234.85,0
6341,15606341,Morris,601,Spain,Male,34,7,31683.71,2,0,1,105153.41,0
6342,15606342,Bailey,520,Spain,Male,41,6,62288.53,1,1,1,163185.87,0
6343,15606343,Williams,516,Spain,Female,25,10,0,2,1,1,140847.73,0
6344,15606344,Rivera,480,France,Male,50,1,11635.62,2,1,0,75189.37,0
6345,15606345,Allen,806,Spain,Female,30,3,152060.48,2,1,1,193691.87,0
6346,15606346,Murphy,789,Spain,Male,39,10,137188.55,2,0,1,99033.74,0
6347,15606347,Miller,746,Germany,Female,43,7,20965.43,1,1,1,99043.61,1
6348,15606348,Wilson,622,France,Female,24,1,0,2,0,1,9067.15,0
6349,15606349,Nelson,622,Spain,Female,27,1,54414.64,3,1,0,167961.92,1
6350,15606350,Bell,581,Spain,Male,48,7,0,3,1,1,99805.5,0
